,ID,count,lat,long,ilon,ilat
0,62601,120,-31.2250000538,-70.8750011025,122,515
1,62821,323,-31.2749999623,-70.8750010956,122,514
2,63472,191,-31.4249996506,-71.3250001979,113,511
3,63692,459,-31.4749995437,-71.325000191,113,510
4,63693,864,-31.4749995403,-71.2750002807,114,510
5,63694,419,-31.4749995308,-71.2250003877,115,510
6,63703,538,-31.4749995378,-70.7750012846,124,510
7,63922,441,-31.5249994655,-70.8250011801,123,509
8,64134,119,-31.5749993522,-71.2250003879,115,508
9,64141,223,-31.5749993479,-70.875001096,122,508
10,64142,152,-31.574999351,-70.8250011732,123,508
11,64143,590,-31.5749993452,-70.7750012848,124,508
12,64349,225,-31.624999254,-71.474999906,110,507
13,64350,274,-31.6249992784,-71.4250000109,111,507
14,64568,296,-31.6749991616,-71.5249998035,109,506
15,64569,1526,-31.6749991481,-71.47499992,110,506
16,64570,666,-31.6749991518,-71.425000011,111,506
17,64571,2481,-31.6749991653,-71.3750000926,112,506
18,64572,173,-31.6749991667,-71.3250001913,113,506
19,64578,246,-31.6749991353,-71.0250007682,119,506
20,64583,566,-31.6749991364,-70.775001278,124,506
21,64585,309,-31.6749991568,-70.6750015056,126,506
22,64788,464,-31.7249990616,-71.5249998036,109,505
23,64789,3895,-31.7249990562,-71.4749999061,110,505
24,64790,5167,-31.7249990382,-71.4250000111,111,505
25,64791,2693,-31.7249990422,-71.3750001067,112,505
26,64792,3325,-31.7249990463,-71.3250001914,113,505
27,64797,147,-31.724999042,-71.0750006958,118,505
28,64801,325,-31.7249990434,-70.8750010963,122,505
29,64802,562,-31.7249990388,-70.8250011874,123,505
30,64803,298,-31.7249990396,-70.7750012781,124,505
31,64804,395,-31.7249990366,-70.7250013828,125,505
32,65010,4015,-31.7749989422,-71.4250000112,111,504
33,65011,6575,-31.7749989357,-71.3750000928,112,504
34,65012,4233,-31.7749989413,-71.3250001915,113,504
35,65013,262,-31.7749989514,-71.2750002812,114,504
36,65016,237,-31.7749989553,-71.125000615,117,504
37,65017,171,-31.7749989369,-71.0750007028,118,504
38,65024,119,-31.7749989413,-70.725001376,125,504
39,65025,298,-31.7749989629,-70.6750015128,126,504
40,65026,178,-31.7749989601,-70.625001647,127,504
41,65229,2510,-31.8249988273,-71.4749999133,110,503
42,65230,5627,-31.8249988259,-71.4250000113,111,503
43,65231,6441,-31.8249988288,-71.3750000999,112,503
44,65232,1421,-31.8249988349,-71.3250001985,113,503
45,65233,1991,-31.8249988576,-71.2750002743,114,503
46,65236,1208,-31.8249988666,-71.1250006151,117,503
47,65237,518,-31.8249988459,-71.075000696,118,503
48,65242,433,-31.8249988468,-70.8250011736,123,503
49,65244,341,-31.8249988523,-70.725001383,125,503
50,65245,168,-31.8249988824,-70.6750015128,126,503
51,65449,260,-31.8749987408,-71.4749999064,110,502
52,65450,1036,-31.8749987354,-71.4250000113,111,502
53,65451,653,-31.8749987465,-71.375000093,112,502
54,65452,472,-31.8749987312,-71.3250001986,113,502
55,65453,2300,-31.8749987443,-71.2750002814,114,502
56,65454,722,-31.874998764,-71.2250003814,115,502
57,65455,774,-31.874998761,-71.1750004934,116,502
58,65456,1365,-31.8749987552,-71.1250006152,117,502
59,65457,515,-31.874998752,-71.0750006961,118,502
60,65458,206,-31.8749987499,-71.0250007685,119,502
61,65462,137,-31.8749987465,-70.8250011807,123,502
62,65463,305,-31.8749987442,-70.7750012783,124,502
63,65465,143,-31.874998769,-70.6750015129,126,502
64,65466,136,-31.8749987425,-70.6250016402,127,502
65,65467,235,-31.8749987399,-70.5750017057,128,502
66,65669,1014,-31.924998643,-71.4749999135,110,501
67,65670,4631,-31.9249986327,-71.4250000114,111,501
68,65671,3505,-31.9249986509,-71.3750001,112,501
69,65672,3039,-31.9249986548,-71.3250001848,113,501
70,65673,842,-31.9249986573,-71.2750002885,114,501
71,65675,728,-31.924998647,-71.1750004865,116,501
72,65676,304,-31.9249986456,-71.1250006083,117,501
73,65677,771,-31.9249986588,-71.0750007031,118,501
74,65889,4946,-31.9749985588,-71.4749998996,110,500
75,65890,11200,-31.9749985424,-71.4250000185,111,500
76,65891,7807,-31.9749985456,-71.3750000932,112,500
77,65892,4036,-31.9749985675,-71.3250001988,113,500
78,65893,4094,-31.9749985583,-71.2750002816,114,500
79,65894,270,-31.9749985377,-71.2250003816,115,500
80,65895,122,-31.9749985396,-71.1750004866,116,500
81,65898,173,-31.9749985604,-71.0250007687,119,500
82,66109,4810,-32.0249984707,-71.4749999137,110,499
83,66110,5887,-32.0249984679,-71.4250000047,111,499
84,66111,4891,-32.024998455,-71.3750001072,112,499
85,66112,4713,-32.0249984519,-71.325000192,113,499
86,66113,3372,-32.0249984506,-71.2750002747,114,499
87,66114,5591,-32.0249984501,-71.2250003887,115,499
88,66115,1788,-32.0249984629,-71.1750004867,116,499
89,66116,349,-32.0249984669,-71.1250006225,117,499
90,66329,3350,-32.0749983612,-71.4749999068,110,498
91,66330,3873,-32.0749983707,-71.4250000117,111,498
92,66331,2768,-32.0749983613,-71.3750000934,112,498
93,66332,2809,-32.0749983321,-71.325000199,113,498
94,66333,3022,-32.0749983376,-71.2750002818,114,498
95,66334,2357,-32.0749983558,-71.2250003818,115,498
96,66335,1175,-32.0749983576,-71.1750004937,116,498
97,66336,1281,-32.0749983416,-71.1250006086,117,498
98,66337,1353,-32.0749983341,-71.0750006965,118,498
99,66343,185,-32.0749983539,-70.7750012857,124,498
100,66347,120,-32.0749983445,-70.5750017131,128,498
101,66549,134,-32.1249982541,-71.4749999139,110,497
102,66551,501,-32.1249982678,-71.3750000935,112,497
103,66552,605,-32.124998253,-71.3250001922,113,497
104,66553,1444,-32.1249982431,-71.2750002819,114,497
105,66554,589,-32.124998258,-71.2250003889,115,497
106,66556,129,-32.1249982311,-71.1250006157,117,497
107,66557,193,-32.1249982351,-71.0750007035,118,497
108,66768,474,-32.174998156,-71.5249998115,109,496
109,66769,4234,-32.1749981527,-71.474999907,110,496
110,66770,6895,-32.1749981415,-71.4250000119,111,496
111,66771,2055,-32.1749981565,-71.3750001005,112,496
112,66772,4241,-32.1749981547,-71.3250001923,113,496
113,66773,2360,-32.1749981491,-71.275000282,114,496
114,66774,3378,-32.1749981593,-71.2250003821,115,496
115,66775,725,-32.1749981561,-71.175000487,116,496
116,66776,658,-32.1749981381,-71.1250006158,117,496
117,66989,422,-32.2249980385,-71.4749999071,110,495
118,66990,5067,-32.224998036,-71.4250000121,111,495
119,66991,10644,-32.2249980507,-71.3750000937,112,495
120,66992,13226,-32.2249980608,-71.3250001924,113,495
121,66993,11502,-32.2249980582,-71.2750002821,114,495
122,66994,5557,-32.2249980625,-71.2250003891,115,495
123,66995,4974,-32.2249980653,-71.1750004871,116,495
124,66997,269,-32.2249980675,-71.0750007037,118,495
125,66998,118,-32.2249980497,-71.0250007693,119,495
126,67004,116,-32.2249980408,-70.7250013769,125,495
127,67005,125,-32.2249980326,-70.6750015137,126,495
128,67210,2291,-32.2749979399,-71.4250000122,111,494
129,67211,2012,-32.2749979532,-71.3750001008,112,494
130,67212,3178,-32.2749979738,-71.3250001925,113,494
131,67213,4674,-32.2749979729,-71.2750002822,114,494
132,67214,2125,-32.2749979699,-71.2250003823,115,494
133,67215,5153,-32.2749979566,-71.1750004942,116,494
134,67217,237,-32.2749979622,-71.0750006969,118,494
135,67225,248,-32.2749979531,-70.6750015068,126,494
136,67226,139,-32.2749979504,-70.625001648,127,494
137,67430,690,-32.3249978557,-71.4250000123,111,493
138,67432,2275,-32.3249978542,-71.3250001926,113,493
139,67433,722,-32.3249978536,-71.2750002824,114,493
140,67435,3495,-32.3249978529,-71.1750004873,116,493
141,67436,2914,-32.3249978222,-71.1250006161,117,493
142,67438,580,-32.324997858,-71.0250007764,119,493
143,67439,2132,-32.3249978446,-70.9750008906,120,493
144,67441,135,-32.3249978492,-70.8750010975,122,493
145,67652,126,-32.3749999757,-71.3250001997,113,492
146,67653,2256,-32.3749999736,-71.2750002756,114,492
147,67654,3745,-32.3749999933,-71.2250003895,115,492
148,67655,1236,-32.3749999849,-71.1750004875,116,492
149,67656,988,-32.3749999676,-71.1250006094,117,492
150,67657,261,-32.3749999881,-71.0750007041,118,492
151,67658,587,-32.3749999824,-71.0250007697,119,492
152,67659,2253,-32.3749999762,-70.9750008908,120,492
153,67660,1219,-32.3749999745,-70.9250010161,121,492
154,67661,343,-32.374999968,-70.8750010908,122,492
155,67870,1005,-32.4250021286,-71.4250000056,111,491
156,67873,5687,-32.4250021041,-71.2750002826,114,491
157,67874,3355,-32.4250021121,-71.2250003896,115,491
158,67875,5436,-32.4250021038,-71.1750004806,116,491
159,67876,2077,-32.4250021194,-71.1250006164,117,491
160,67877,145,-32.4250021221,-71.0750007042,118,491
161,67882,333,-32.4250021137,-70.8250011749,123,491
162,68090,3145,-32.4750020269,-71.4250000126,111,490
163,68091,1294,-32.4750020198,-71.3750001012,112,490
164,68092,1439,-32.4750020055,-71.325000186,113,490
165,68093,1645,-32.4750020175,-71.2750002827,114,490
166,68094,2527,-32.4750020128,-71.2250003827,115,490
167,68095,394,-32.4750020036,-71.1750004946,116,490
168,68096,1067,-32.4750020094,-71.1250006165,117,490
169,68097,3267,-32.4750019934,-71.0750006974,118,490
170,68098,1520,-32.4750019955,-71.0250007698,119,490
171,68100,135,-32.4750020115,-70.9250010093,121,490
172,68101,307,-32.4750020001,-70.875001091,122,490
173,68102,379,-32.4750020051,-70.825001182,123,490
174,68309,2396,-32.5250019034,-71.4749999078,110,489
175,68310,8635,-32.5250019234,-71.4250000127,111,489
176,68311,10006,-32.5250019079,-71.3750000944,112,489
177,68312,1546,-32.5250018972,-71.3250002,113,489
178,68313,1056,-32.5250019039,-71.2750002828,114,489
179,68314,5877,-32.5250019058,-71.2250003829,115,489
180,68315,3849,-32.5250019152,-71.1750004809,116,489
181,68316,10057,-32.5250019097,-71.1250006166,117,489
182,68317,5769,-32.5250018943,-71.0750006975,118,489
183,68318,2642,-32.525001888,-71.0250007769,119,489
184,68319,1016,-32.5250018959,-70.9750008911,120,489
185,68320,172,-32.5250019017,-70.9250010094,121,489
186,68321,2149,-32.5250019171,-70.875001098,122,489
187,68322,656,-32.5250019189,-70.8250011821,123,489
188,68530,12587,-32.5750017985,-71.4250000129,111,488
189,68531,10735,-32.575001794,-71.3750000945,112,488
190,68532,371,-32.5750017854,-71.3250001932,113,488
191,68533,854,-32.5750017854,-71.275000276,114,488
192,68534,6091,-32.5750017925,-71.2250003899,115,488
193,68535,14262,-32.575001819,-71.1750004879,116,488
194,68536,10384,-32.5750018216,-71.1250006167,117,488
195,68537,5666,-32.5750018053,-71.0750006976,118,488
196,68538,944,-32.5750018099,-71.0250007632,119,488
197,68539,2231,-32.5750018195,-70.9750008981,120,488
198,68540,206,-32.5750018182,-70.9250010165,121,488
199,68542,472,-32.5750018145,-70.8250011753,123,488
200,68546,113,-32.5750018099,-70.6250016487,127,488
201,68750,1502,-32.625001695,-71.425000013,111,487
202,68751,3939,-32.6250017,-71.3750000946,112,487
203,68752,2093,-32.6250017129,-71.3250001933,113,487
204,68753,10994,-32.6250017046,-71.27500029,114,487
205,68754,11615,-32.6250016946,-71.2250003831,115,487
206,68755,10318,-32.6250017158,-71.1750004881,116,487
207,68756,8271,-32.625001725,-71.1250006099,117,487
208,68757,115,-32.6250017064,-71.0750007047,118,487
209,68758,598,-32.6250017203,-71.0250007702,119,487
210,68759,1578,-32.6250017303,-70.9750008983,120,487
211,68760,1025,-32.6250017203,-70.9250010028,121,487
212,68762,114,-32.6250017133,-70.8250011823,123,487
213,68763,192,-32.6250017117,-70.77500128,124,487
214,68767,175,-32.6250016819,-70.5750017144,128,487
215,68970,1236,-32.6750016138,-71.4250000131,111,486
216,68971,7342,-32.6750016059,-71.3750001017,112,486
217,68972,15321,-32.6750016179,-71.3250001934,113,486
218,68973,8772,-32.6750016,-71.2750002763,114,486
219,68974,3686,-32.6750015921,-71.2250003833,115,486
220,68975,1664,-32.6750016065,-71.1750004951,116,486
221,68976,7667,-32.6750016208,-71.1250006101,117,486
222,68977,5007,-32.675001619,-71.0750006979,118,486
223,68978,496,-32.67500162,-71.0250007704,119,486
224,68979,370,-32.6750016081,-70.9750008984,120,486
225,68980,167,-32.6750016085,-70.9250010098,121,486
226,68981,235,-32.6750016327,-70.8750010984,122,486
227,68982,268,-32.6750016161,-70.8250011756,123,486
228,68988,190,-32.6750015937,-70.5250017883,129,486
229,69190,485,-32.7250015139,-71.4250000132,111,485
230,69191,4578,-32.7250014916,-71.3750000949,112,485
231,69192,13579,-32.7250015013,-71.3250001936,113,485
232,69193,13241,-32.7250014928,-71.2750002833,114,485
233,69194,355,-32.7250015063,-71.2250003834,115,485
234,69195,2140,-32.7250015125,-71.1750004883,116,485
235,69196,9199,-32.7250015095,-71.1250006171,117,485
236,69197,8330,-32.725001523,-71.075000698,118,485
237,69198,1509,-32.7250015302,-71.0250007705,119,485
238,69199,877,-32.7250015156,-70.9750008916,120,485
239,69201,283,-32.7250015075,-70.8750010985,122,485
240,69202,608,-32.7250015023,-70.8250011757,123,485
241,69208,140,-32.7250015214,-70.5250017954,129,485
242,69209,665,-32.7250015303,-70.4750019018,130,485
243,69210,451,-32.7250015208,-70.4250020197,131,485
244,69408,193,-32.7750014078,-71.524999799,109,484
245,69409,292,-32.7750014167,-71.4749999154,110,484
246,69410,677,-32.7750014165,-71.4250000064,111,484
247,69411,1505,-32.7750013992,-71.375000102,112,484
248,69412,13679,-32.7750014049,-71.3250001937,113,484
249,69413,11417,-32.7750014044,-71.2750002765,114,484
250,69414,3719,-32.7750014169,-71.2250003904,115,484
251,69415,419,-32.7750014132,-71.1750004884,116,484
252,69416,15810,-32.7750014121,-71.1250006103,117,484
253,69417,15408,-32.7750014186,-71.0750007051,118,484
254,69418,7025,-32.7750014098,-71.0250007706,119,484
255,69429,134,-32.7750014394,-70.4750019019,130,484
256,69629,866,-32.8250013101,-71.4749999086,110,483
257,69630,3189,-32.8250013013,-71.4250000135,111,483
258,69631,14728,-32.8250012873,-71.3750000952,112,483
259,69632,21784,-32.8250012874,-71.3250001938,113,483
260,69633,8522,-32.8250012932,-71.2750002836,114,483
261,69634,660,-32.8250013032,-71.2250003836,115,483
262,69635,2694,-32.8250013088,-71.1750004817,116,483
263,69636,4565,-32.8250013081,-71.1250006243,117,483
264,69637,1969,-32.8250013058,-71.0750006914,118,483
265,69638,1158,-32.8250013001,-71.0250007707,119,483
266,69650,359,-32.8250013262,-70.42500202,131,483
267,69651,370,-32.8250013253,-70.3750021422,132,483
268,69652,297,-32.825001337,-70.3249999877,133,483
269,69849,2364,-32.875001208,-71.4749999087,110,482
270,69850,11366,-32.8750012097,-71.4250000067,111,482
271,69851,16679,-32.8750011974,-71.3750001022,112,482
272,69852,8220,-32.8750011903,-71.325000194,113,482
273,69853,1680,-32.8750012009,-71.2750002768,114,482
274,69855,7786,-32.8750012199,-71.1750004887,116,482
275,69856,4384,-32.8750012179,-71.1250006106,117,482
276,69857,4541,-32.8750012054,-71.0750007053,118,482
277,69858,3742,-32.8750012012,-71.0250007709,119,482
278,69859,129,-32.8750011894,-70.975000892,120,482
279,69871,146,-32.8750011997,-70.3750021354,132,482
280,70068,478,-32.9250011058,-71.5249998064,109,481
281,70069,1854,-32.925001131,-71.4749999089,110,481
282,70070,2250,-32.9250011416,-71.4250000138,111,481
283,70071,980,-32.9250011293,-71.3750000954,112,481
284,70072,612,-32.9250011135,-71.3250001941,113,481
285,70073,566,-32.9250011271,-71.2750002839,114,481
286,70074,6472,-32.9250011271,-71.2250003839,115,481
287,70075,13203,-32.9250011256,-71.1750004889,116,481
288,70076,5434,-32.9250011206,-71.1250006177,117,481
289,70077,7362,-32.9250010962,-71.0750006986,118,481
290,70078,4178,-32.9250010917,-71.0250007641,119,481
291,70079,1286,-32.9250010915,-70.9750008991,120,481
292,70080,698,-32.9250010996,-70.9250010105,121,481
293,70081,291,-32.9250011068,-70.8750010991,122,481
294,70089,129,-32.9250011218,-70.4750019023,130,481
295,70090,154,-32.9250010943,-70.4250020203,131,481
296,70092,390,-32.9250010851,-70.3249999949,133,481
297,70093,616,-32.9250010877,-70.2749978401,134,481
298,70288,1404,-32.9750010167,-71.5249998134,109,480
299,70289,1746,-32.9750010372,-71.474999909,110,480
300,70290,5635,-32.9750010343,-71.4250000139,111,480
301,70291,1474,-32.9750010204,-71.3750000956,112,480
302,70292,417,-32.9750010149,-71.3250001943,113,480
303,70293,3227,-32.9750010092,-71.275000284,114,480
304,70294,7606,-32.9750010018,-71.2250003841,115,480
305,70295,12703,-32.9750010045,-71.175000489,116,480
306,70296,15389,-32.9750010157,-71.125000604,117,480
307,70297,11189,-32.9750009984,-71.0750007056,118,480
308,70298,1176,-32.975000992,-71.0250007712,119,480
309,70299,2705,-32.9750010015,-70.9750008923,120,480
310,70300,5801,-32.9750010104,-70.9250010106,121,480
311,70301,643,-32.9750010091,-70.8750010992,122,480
312,70306,936,-32.9750010204,-70.6250016429,127,480
313,70307,323,-32.9750010105,-70.5750017085,128,480
314,70507,457,-33.0250009154,-71.5749997321,108,479
315,70508,552,-33.0250009121,-71.5249998066,109,479
316,70509,2823,-33.0250009261,-71.4749999091,110,479
317,70510,4503,-33.0250009287,-71.4250000071,111,479
318,70511,877,-33.0250009115,-71.3750001026,112,479
319,70512,793,-33.0250008939,-71.3250001944,113,479
320,70513,705,-33.025000888,-71.2750002772,114,479
321,70515,2002,-33.0250008975,-71.1750004891,116,479
322,70516,11738,-33.025000923,-71.1250006179,117,479
323,70517,13395,-33.0250009111,-71.0750006988,118,479
324,70518,6147,-33.0250008804,-71.0250007713,119,479
325,70519,1527,-33.025000898,-70.9750008924,120,479
326,70520,638,-33.0250009265,-70.9250010108,121,479
327,70527,242,-33.0250009115,-70.5750017155,128,479
328,70725,986,-33.0750008021,-71.6749994798,106,478
329,70726,3906,-33.0750007994,-71.6249996066,107,478
330,70727,4003,-33.0750007937,-71.5749997253,108,478
331,70728,4848,-33.075000791,-71.5249998137,109,478
332,70729,5078,-33.0750007969,-71.4749999093,110,478
333,70730,3838,-33.075000824,-71.4250000073,111,478
334,70731,422,-33.0750008226,-71.3750000959,112,478
335,70732,4991,-33.0750007912,-71.3250001945,113,478
336,70733,8562,-33.0750007833,-71.2750002843,114,478
337,70734,5603,-33.0750007972,-71.2250003844,115,478
338,70735,15736,-33.0750008035,-71.1750004893,116,478
339,70736,6678,-33.0750008209,-71.1250006112,117,478
340,70737,7306,-33.0750008127,-71.075000699,118,478
341,70738,5836,-33.0750007767,-71.0250007715,119,478
342,70739,6619,-33.0750008005,-70.9750008926,120,478
343,70740,191,-33.0750008263,-70.9250010178,121,478
344,70747,202,-33.0750008045,-70.5750017088,128,478
345,70944,869,-33.125000706,-71.7249993907,105,477
346,70945,2645,-33.1250007028,-71.6749994868,106,477
347,70946,8856,-33.1250006957,-71.624999593,107,477
348,70947,388,-33.1250006977,-71.5749997324,108,477
349,70948,538,-33.1250006939,-71.5249998069,109,477
350,70949,10568,-33.12500069,-71.4749999094,110,477
351,70950,9357,-33.1250007192,-71.4250000143,111,477
352,70951,5100,-33.1250007318,-71.375000096,112,477
353,70952,12995,-33.1250007055,-71.3250001947,113,477
354,70953,18530,-33.1250006939,-71.2750002775,114,477
355,70954,12600,-33.1250006952,-71.2250003914,115,477
356,70955,10967,-33.1250007007,-71.1750004825,116,477
357,70956,2817,-33.125000729,-71.1250006182,117,477
358,70957,10065,-33.1250007226,-71.0750006991,118,477
359,70958,499,-33.1250007002,-71.0250007647,119,477
360,70959,2245,-33.1250007079,-70.9750009065,120,477
361,70966,186,-33.125000713,-70.6250016433,127,477
362,70967,462,-33.1250007087,-70.5750017089,128,477
363,71165,7777,-33.1750005901,-71.6749994801,106,476
364,71166,2225,-33.1750005976,-71.6249996,107,476
365,71167,2007,-33.1750006056,-71.5749997325,108,476
366,71168,1326,-33.175000599,-71.5249998071,109,476
367,71169,4184,-33.1750006042,-71.4749999096,110,476
368,71170,10102,-33.1750006131,-71.4250000145,111,476
369,71171,20137,-33.1750006172,-71.3750000962,112,476
370,71172,8305,-33.175000615,-71.3250001879,113,476
371,71173,13806,-33.1750006185,-71.2750002846,114,476
372,71174,11292,-33.1750006055,-71.2250003846,115,476
373,71175,9917,-33.1750006083,-71.1750004896,116,476
374,71176,6504,-33.175000625,-71.1250006184,117,476
375,71177,5297,-33.1750006188,-71.0750006924,118,476
376,71178,3042,-33.1750006288,-71.0250007718,119,476
377,71179,1526,-33.1750006186,-70.9750008929,120,476
378,71180,3407,-33.1750006128,-70.9250010112,121,476
379,71187,289,-33.1750006223,-70.575001716,128,476
380,71188,353,-33.1750006241,-70.5250017966,129,476
381,71385,3417,-33.2250004833,-71.6749994802,106,475
382,71386,3808,-33.2250005038,-71.6249996002,107,475
383,71387,3513,-33.2250005159,-71.5749997258,108,475
384,71388,5992,-33.2250005047,-71.5249998141,109,475
385,71389,7740,-33.2250004967,-71.4749999097,110,475
386,71390,12105,-33.2250005041,-71.4250000077,111,475
387,71391,12710,-33.2250005186,-71.3750000963,112,475
388,71392,12966,-33.225000518,-71.3250002019,113,475
389,71393,22983,-33.2250005143,-71.2750002778,114,475
390,71394,13112,-33.2250005057,-71.2250003848,115,475
391,71395,7703,-33.2250005041,-71.1750004897,116,475
392,71396,11340,-33.2250005075,-71.1250006116,117,475
393,71397,4710,-33.2250005202,-71.0750006994,118,475
394,71398,3636,-33.2250005402,-71.0250007719,119,475
395,71399,3431,-33.2250005309,-70.975000893,120,475
396,71400,689,-33.225000517,-70.9250010183,121,475
397,71407,174,-33.2250005228,-70.5750017092,128,475
398,71408,147,-33.2250005048,-70.5250017899,129,475
399,71605,287,-33.2750004017,-71.6749994804,106,474
400,71606,3584,-33.2750004125,-71.6249996072,107,474
401,71607,4580,-33.275000427,-71.5749997259,108,474
402,71608,4887,-33.2750004302,-71.5249998074,109,474
403,71609,4176,-33.275000407,-71.4749999099,110,474
404,71610,5938,-33.2750004112,-71.4250000148,111,474
405,71611,3888,-33.2750004343,-71.3750000965,112,474
406,71612,11257,-33.2750004128,-71.3250001951,113,474
407,71613,6409,-33.2750004,-71.275000278,114,474
408,71614,16212,-33.2750004148,-71.225000385,115,474
409,71615,9067,-33.275000407,-71.1750004899,116,474
410,71616,5223,-33.2750004158,-71.1250006118,117,474
411,71617,9402,-33.275000425,-71.0750007065,118,474
412,71618,8095,-33.2750004324,-71.0250007652,119,474
413,71619,182,-33.2750004222,-70.9750009001,120,474
414,71620,267,-33.2750003983,-70.9250010047,121,474
415,71627,731,-33.2750004081,-70.5750017163,128,474
416,71628,1406,-33.2750004097,-70.5250017832,129,474
417,71629,711,-33.2750004041,-70.4750019034,130,474
418,71630,374,-33.2750004012,-70.4250020283,131,474
419,71826,2915,-33.3250003221,-71.6249995936,107,473
420,71827,3291,-33.3250003165,-71.5749997399,108,473
421,71828,7477,-33.3250003114,-71.5249998075,109,473
422,71829,5061,-33.3250003127,-71.4749999031,110,473
423,71830,1871,-33.3250003118,-71.4250000149,111,473
424,71831,1361,-33.3250003211,-71.3750000966,112,473
425,71832,2052,-33.3250003182,-71.3250001884,113,473
426,71833,15467,-33.3250003151,-71.275000285,114,473
427,71834,3110,-33.3250003307,-71.2250003851,115,473
428,71835,3022,-33.3250003148,-71.17500049,116,473
429,71836,2538,-33.3250003066,-71.1250006188,117,473
430,71837,10459,-33.3250003104,-71.0750006929,118,473
431,71838,3938,-33.325000324,-71.0250007722,119,473
432,71839,2927,-33.325000311,-70.9750008934,120,473
433,71840,1204,-33.3250002959,-70.9250010117,121,473
434,71847,573,-33.325000317,-70.5750017096,128,473
435,71848,836,-33.3250003156,-70.5250017971,129,473
436,71849,3507,-33.3250003184,-70.4750018967,130,473
437,71850,476,-33.3250003145,-70.4250020216,131,473
438,71851,123,-33.3250003135,-70.3750021368,132,473
439,71852,141,-33.3250003294,-70.3249999961,133,473
440,72045,426,-33.3750002235,-71.6749994807,106,472
441,72046,2650,-33.3750002303,-71.6249996006,107,472
442,72047,4953,-33.3750002235,-71.5749997262,108,472
443,72048,3137,-33.3750002084,-71.5249998077,109,472
444,72049,6272,-33.3750002115,-71.4749999171,110,472
445,72050,7436,-33.3750002038,-71.4250000082,111,472
446,72051,6434,-33.375000218,-71.3750000968,112,472
447,72052,6402,-33.3750002318,-71.3250001954,113,472
448,72053,7503,-33.375000216,-71.2750002852,114,472
449,72054,16459,-33.3750002099,-71.2250003853,115,472
450,72055,3034,-33.3750002046,-71.1750004833,116,472
451,72056,2396,-33.3750001982,-71.1250006121,117,472
452,72057,8102,-33.3750001947,-71.0750007068,118,472
453,72058,13013,-33.3750002127,-71.0250007655,119,472
454,72059,8112,-33.3750002156,-70.9750008935,120,472
455,72060,333,-33.3750002074,-70.9250010118,121,472
456,72069,795,-33.3750002086,-70.4750019037,130,472
457,72070,877,-33.3750002223,-70.4250020217,131,472
458,72071,1230,-33.3750002295,-70.375002137,132,472
459,72072,391,-33.3750002232,-70.3249999963,133,472
460,72265,813,-33.4250001226,-71.6749994808,106,471
461,72266,1227,-33.4250001351,-71.6249996008,107,471
462,72267,999,-33.4250001251,-71.5749997333,108,471
463,72268,649,-33.4250001188,-71.5249998079,109,471
464,72269,3708,-33.4250001219,-71.4749999035,110,471
465,72270,2824,-33.4250001054,-71.4250000152,111,471
466,72271,11299,-33.4250001226,-71.3750000969,112,471
467,72272,13039,-33.4250001307,-71.3250001956,113,471
468,72273,18022,-33.4250001002,-71.2750002785,114,471
469,72274,10184,-33.4250000912,-71.2250003854,115,471
470,72275,1204,-33.4250000947,-71.1750004904,116,471
471,72276,2144,-33.4250001086,-71.1250006123,117,471
472,72277,826,-33.425000096,-71.0750007001,118,471
473,72278,2589,-33.4250000958,-71.0250007725,119,471
474,72279,8376,-33.4250001127,-70.9750008937,120,471
475,72280,3524,-33.4250001094,-70.925001012,121,471
476,72289,1329,-33.425000113,-70.475001897,130,471
477,72486,581,-33.4750000131,-71.6249996009,107,470
478,72487,3827,-33.4749999981,-71.5749997266,108,470
479,72488,3545,-33.4749999987,-71.524999808,109,470
480,72489,1590,-33.4750000206,-71.4749999105,110,470
481,72490,3549,-33.4750000141,-71.4250000085,111,470
482,72491,8157,-33.4750000118,-71.375000104,112,470
483,72492,7828,-33.4750000122,-71.3250001889,113,470
484,72493,2061,-33.4750000063,-71.2750002786,114,470
485,72494,1848,-33.4750000131,-71.2250003856,115,470
486,72495,3845,-33.4750000028,-71.1750004905,116,470
487,72496,3012,-33.4750000146,-71.1250006124,117,470
488,72499,4992,-33.4749999996,-70.9750008938,120,470
489,72500,3647,-33.4749999993,-70.9250010122,121,470
490,72501,229,-33.4750000011,-70.8750010939,122,470
491,72508,792,-33.4750000126,-70.5250017839,129,470
492,72509,1143,-33.4750000286,-70.475001904,130,470
493,72707,716,-33.5249999017,-71.5749997267,108,469
494,72708,2618,-33.5249999073,-71.524999815,109,469
495,72709,2797,-33.5249999048,-71.4749999107,110,469
496,72710,8389,-33.5249999063,-71.4250000087,111,469
497,72711,9838,-33.5249999032,-71.3750000973,112,469
498,72712,4109,-33.524999894,-71.3250001959,113,469
499,72713,1793,-33.5249999109,-71.2750002788,114,469
500,72715,394,-33.524999926,-71.1750004838,116,469
501,72716,294,-33.5249999338,-71.1250006195,117,469
502,72717,778,-33.5249999176,-71.0750007004,118,469
503,72718,2573,-33.5249998958,-71.025000766,119,469
504,72719,2086,-33.5249999142,-70.975000894,120,469
505,72720,2787,-33.5249999149,-70.9250010123,121,469
506,72721,116,-33.5249999086,-70.8750011009,122,469
507,72728,787,-33.5249999151,-70.5250017909,129,469
508,72729,719,-33.5249999314,-70.4750019042,130,469
509,72730,1374,-33.5249999242,-70.4250020222,131,469
